ID de l'activité,Date de l'activité,Nom de l'activité,Type d'activité,Description de l'activité,Temps écoulé,Distance,Fréquence cardiaque max.,Effort relatif,Déplacement-transport,Note privée sur les activités,Matériel utilisé pour l'activité,Nom du fichier,Poids de l'athlète,Poids du vélo,Temps écoulé,Durée de déplacement,Distance,Vitesse max.,Vitesse moyenne,Dénivelé positif,Dénivelé négatif,Altitude min.,Altitude max.,Pente max.,Pente moyenne,Pente positive moyenne,Pente négative moyenne,Cadence max.,Cadence moyenne,Fréquence cardiaque max.,Fréquence cardiaque moyenne,Puissance max.,Puissance moyenne,Calories,Température max.,Température moyenne,Effort relatif,Effort total,Nombre de sorties course à pied,Temps de montée,Temps de descente,Autres temps,Effort ressenti,Type,Heure de début,Puissance moyenne pondérée,Nombre d'échantillons de puissance,Utiliser l'Effort ressenti,Effort relatif ressenti,Déplacement-transport,Poids total soulevé,À partir du téléchargement,Distance ajustée selon la pente,Heure d'observation de la météo,Conditions météo,Température selon les prévisions météo,Température ressentie,Point de rosée,Humidité,Pression atmosphérique,Vitesse du vent,Rafale de vent,Direction du vent,Intensité des précipitations,Heure de lever du soleil,Heure de coucher du soleil,Phase de la lune,Vélo,Matériel,Probabilité de précipitations,Type de précipitations,Couverture nuageuse,Visibilité selon les prévisions météo,Indice UV,Ozone selon les prévisions météo,Nombre de sauts,Grit total,Flow moyen,Signalé,Vitesse moyenne (temps écoulé),Distance sur chemin,Distance récemment découverte,Distance sur chemin récemment découverte,Nombre d'activités,Nombre total de pas,CO2 économisé,Longueur de piscine,Charge d’entraînement,Intensité,Vitesse moyenne ajustée selon la pente,Temps enregistré par le chronomètre,Nombre total de cycles,Récupération,Avec mon animal de compagnie,Compétition,Sortie longue,Pour la bonne cause,Avec enfant,Distance en descente,Nombre total de séries,Nombre total de répétitions,Support
16448666400,"13 nov. 2025, 17:42:34",Course à pied en soirée,Course à pied,,3553,"8,53",189.0,31,false,,Nike Winflo 11 Flash,activities/17534985976.fit.gz,,,3553.0,3535.0,8536.6,5.06,2.415,84.4,85.0,91.2,113.0,6.9,0.0,,,,,189.0,154.0,,182.0,570.0,,,31.0,,,,,,,,,192.0,3554.0,,,0.0,,1.0,8630.4,1763053200.0,3.0,14.6,13.8,11.2,0.8,1010.7,2.3,4.9,185.0,0.0,1763016897.0,1763049487.0,0.875,,23773317.0,0.0,5.0,0.85,32653.8,0.0,,,,,,2.403,0.0,,,,8424.0,0.0,,151.0,124.0,2.441,,,,,,,,,,,,""
16393483838,"8 nov. 2025, 11:15:38",Course à pied le midi,Course à pied,"",3837,"9,38",192.0,55,false,,Salomon Sense Ride 5,activities/17479374352.fit.gz,,,3837.0,3770.0,9379.3,4.26,2.488,172.8,165.6,68.4,124.8,24.2,0.1,,,,,192.0,159.0,,189.0,687.0,,,55.0,,,,,,,,,199.0,3839.0,,,0.0,,1.0,9768.4,1762599600.0,2.0,14.4,14.4,10.8,0.79,1013.8,2.7,5.7,228.0,0.0,1762584387.0,1762617923.0,0.625,,26965371.0,0.0,5.0,0.43,31038.8,1.0,,,,,,2.444,2212.0,,,,9214.0,0.0,,175.0,128.0,2.591,,,0.0,,,,,,,,,""
16382115283,"7 nov. 2025, 10:14:40",Course à pied le midi,Course à pied,,391,"0,88",159.0,1,false,,Nike Winflo 11 Flash,activities/17467897946.fit.gz,,,391.0,391.0,886.7,2.9,2.268,0.0,0.0,0.0,0.0,0.0,0.0,,,,,159.0,139.0,,,55.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,886.5,,,,,,,,,,,,,,,,23773317.0,,,,,,,,,,,2.268,0.0,,,,962.0,0.0,,,,,,,,,,,,,,,,""
16382069792,"7 nov. 2025, 09:06:35",Entraînement aux poids le matin,Entraînement aux poids,,4068,0,139.0,7,false,,,activities/17467851954.fit.gz,,,4068.0,4068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,139.0,98.0,,,303.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16372531528,"6 nov. 2025, 06:11:20",Sortie vélo le matin,Vélo,,458,"2,04",168.0,2,false,,,activities/17458251582.fit.gz,,9.0,458.0,355.0,2046.8,13.689,5.766,106.0,5.8,0.0,100.2,7.5,4.8,,,,,168.0,144.0,,117.0,59.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,1762408800.0,3.0,10.7,9.3,7.0,0.78,1008.8,2.5,5.4,167.0,0.0,1762411394.0,1762445332.0,0.625,,,0.0,5.0,0.93,32924.0,0.0,,,,,,4.469,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16370452848,"6 nov. 2025, 04:48:00",Entraînement aux poids le matin,Entraînement aux poids,,4322,0,128.0,7,false,,,activities/17456154361.fit.gz,,,4322.0,4322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,128.0,92.0,,,290.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16342318134,"3 nov. 2025, 14:15:16",Hors piste,Course à pied,"",4589,"11,19",178.0,58,false,,Salomon Sense Ride 5,activities/17427878775.fit.gz,,,4589.0,4561.0,11197.6,4.02,2.455,109.0,109.4,90.2,116.2,20.4,0.0,,,,,178.0,158.0,,186.0,814.0,,,58.0,,,,,,,,,188.0,4591.0,,,0.0,,1.0,11401.2,1762178400.0,3.0,12.8,7.2,9.0,0.78,1018.4,6.5,12.8,211.0,0.0,1762151888.0,1762186424.0,0.375,,26965371.0,0.0,5.0,0.79,31795.4,1.0,,,,,,2.44,5778.1,,,,11224.0,0.0,,187.0,121.0,2.5,,,0.0,,,,,,,,,""
16296452556,"29 oct. 2025, 10:11:48",Entraînement aux poids le midi,Entraînement aux poids,,3191,0,140.0,6,false,,,activities/17381264760.fit.gz,,,3191.0,3191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,140.0,98.0,,,230.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16279956558,"28 oct. 2025, 09:48:32",Course à pied le matin,Course à pied,,3407,"8,26",169.0,42,false,,Nike Winflo 11 Flash,activities/17364657338.fit.gz,,,3407.0,3386.0,8267.4,3.74,2.442,86.4,91.8,90.4,113.2,15.0,-0.1,,,,,169.0,158.0,,181.0,622.0,,,42.0,,,,,,,,,182.0,3399.0,,,0.0,,1.0,8390.3,1761642000.0,8.0,12.4,5.4,10.6,0.89,1007.9,7.6,14.3,238.0,0.0,1761632857.0,1761668661.0,0.125,,23773317.0,0.81,5.0,0.97,16652.7,1.0,,,,,,2.427,0.0,,,,8532.0,0.0,,129.0,117.0,2.478,,,,,,,,,,,,""
16255642397,"25 oct. 2025, 11:05:09",Balade en Flandre,Course à pied,"",3916,"9,29",180.0,68,false,,Nike Winflo 11 Flash,activities/17340013020.fit.gz,,,3916.0,3869.0,9298.8,4.7,2.403,178.2,170.0,68.2,127.0,27.4,0.1,,,,,180.0,162.0,,184.0,702.0,,,68.0,,,,,,,,,189.0,3918.0,,,0.0,,1.0,9729.4,1761390000.0,5.0,10.7,3.3,8.6,0.87,1000.8,7.3,13.7,267.0,1.1,1761373346.0,1761409789.0,0.125,,23773317.0,0.98,5.0,0.98,8418.1,1.0,,,,,,2.375,2321.7,,,,9360.0,0.0,,161.0,122.0,2.515,,,0.0,,,,,,,,,""
16243944608,"24 oct. 2025, 15:46:57",Entraînement aux poids dans l'après-midi,Entraînement aux poids,,4262,0,141.0,8,false,,,activities/17328208610.fit.gz,,,4262.0,4262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,141.0,100.0,,,310.0,,,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16214715616,"21 oct. 2025, 17:06:06",Marche en soirée,Marche,,1459,"1,47",132.0,2,false,,,activities/17298800365.fit.gz,,,1459.0,848.0,1470.7,2.938,1.734,103.2,4.4,0.0,99.0,41.6,9.4,,,,,132.0,118.0,,,81.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,1761066000.0,3.0,14.2,11.2,10.4,0.78,996.3,4.3,8.9,204.0,0.0,1761027352.0,1761064672.0,0.875,,,0.92,5.0,0.95,33729.3,0.0,,,,,,1.008,94.6,,,,1436.0,0.0,,,,,,,,,,,,,,,,""
16214715491,"21 oct. 2025, 16:02:25",Course à pied en soirée,Course à pied,,2992,"6,43",192.0,46,false,,Nike Winflo 11 Flash,activities/17298800238.fit.gz,,,2992.0,2946.0,6429.5,4.1,2.182,0.0,0.0,0.0,0.0,0.0,0.0,,,,,192.0,161.0,,,535.0,,,46.0,,,,,,,,,,,,,0.0,,1.0,6450.5,,,,,,,,,,,,,,,,23773317.0,,,,,,,,,,,2.149,0.0,,,,6458.0,0.0,,,,,,,,,,,,,,,,""
16051841350,"6 oct. 2025, 13:03:12",Aïe,Course à pied,Une periostite sauvage est apparue 🥲,2293,"4,46",156.0,8,false,,Nike Winflo 11 Flash,activities/17134323782.fit.gz,,,2293.0,1959.0,4459.4,3.44,2.276,44.4,39.8,92.0,109.0,40.6,0.1,,,,,156.0,146.0,,171.0,286.0,,,8.0,,,,,,,,,163.0,2294.0,,,0.0,,1.0,4615.1,1759755600.0,3.0,15.8,12.5,11.0,0.73,1024.7,4.2,8.8,250.0,0.0,1759729866.0,1759770551.0,0.375,,23773317.0,0.21,5.0,0.95,32381.4,2.0,,,,,,1.945,185.5,,,,4884.0,0.0,,70.0,105.0,2.356,,,0.0,,,,,,,,,""
16049114927,"6 oct. 2025, 07:46:43",Je crois le chrono a été plus fast que moi 🤣,Vélo,"",557,"2,22",160.0,1,false,,,activities/17131562513.fit.gz,,9.0,557.0,212.0,2223.5,14.875,10.488,0.0,0.0,0.0,98.6,0.0,4.4,,,,,160.0,143.0,,278.0,66.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,1759734000.0,2.0,10.4,8.1,8.9,0.9,1024.0,3.5,6.8,242.0,0.0,1759729873.0,1759770558.0,0.375,,,0.21,5.0,0.62,27539.0,0.0,,,,,,3.992,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,""
16048989296,"6 oct. 2025, 06:10:32",Entraînement aux poids le matin,Entraînement aux poids,,5019,0,148.0,12,false,,,activities/17131435233.fit.gz,,,5019.0,5019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,148.0,110.0,,,374.0,,,12.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16010288801,"2 oct. 2025, 13:50:13",EF (bpm qui s’emballe),Course à pied,"",3374,"8,29",171.0,32,false,,Nike Winflo 11 Flash,activities/17092160835.fit.gz,,,3374.0,3371.0,8289.2,3.74,2.459,80.4,82.2,89.6,112.2,7.4,0.0,,,,,171.0,155.0,,182.0,536.0,,,32.0,,,,,,,,,184.0,3375.0,,,0.0,,1.0,8390.6,1759410000.0,3.0,17.4,16.2,8.6,0.56,1026.2,2.9,6.3,180.0,0.0,1759383882.0,1759425481.0,0.375,,23773317.0,0.0,1.0,0.71,33553.8,3.0,,,,,,2.457,0.0,,,,8332.0,0.0,,132.0,119.0,2.489,,,0.0,,,,,,,,,""
15995965158,"1 oct. 2025, 08:41:21",Entraînement aux poids le matin,Entraînement aux poids,,3017,0,153.0,6,false,,,activities/17077656528.fit.gz,,,3017.0,3017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,153.0,101.0,,,236.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
15986852781,"30 sept. 2025, 12:58:49",Course à pied dans l'après-midi,Course à pied,,2128,"6,09",183.0,39,false,,Nike Winflo 11 Flash,activities/17068437568.fit.gz,,,2128.0,2119.0,6091.5,4.04,2.875,55.2,61.8,91.6,108.8,7.3,-0.1,,,,,183.0,163.0,,214.0,397.0,,,39.0,,,,,,,,,217.0,2130.0,,,0.0,,1.0,6141.6,1759233600.0,2.0,18.1,17.9,10.2,0.6,1025.1,3.0,6.4,2.0,0.0,1759210887.0,1759252944.0,0.25,,23773317.0,0.1,5.0,0.4,31952.7,3.0,,,,,,2.863,0.0,,,,5536.0,0.0,,115.0,140.0,2.898,,,,,,,,,,,,""
15888082035,"21 sept. 2025, 12:32:10",Course à pied dans l'après-midi,Course à pied,,1994,"5,79",180.0,41,false,,Nike Winflo 11 Flash,activities/16967420397.fit.gz,,,1994.0,1991.0,5789.8,4.44,2.908,21.0,97.6,21.6,99.4,13.8,-1.3,,,,,180.0,165.0,,201.0,382.0,,,41.0,,,,,,,,,204.0,1995.0,,,0.0,,1.0,5673.8,1758456000.0,3.0,15.9,13.8,10.2,0.69,1016.2,2.8,6.3,307.0,0.1,1758432445.0,1758476563.0,0.875,,23773317.0,0.64,5.0,0.98,24129.1,3.0,,,,,,2.904,0.0,,,,5208.0,0.0,,96.0,132.0,2.85,,,,,,,,,,,,""
15775612101,"11 sept. 2025, 13:21:21",EF au feeling,Course à pied,"",3418,"8,37",,,false,,Nike Winflo 11 Flash,activities/15775612101.gpx,,,3418.0,3367.0,8374.5,6.02,2.487,80.5,81.0,88.5,118.5,18.6,0.0,,,,,,,,,730.0,,,,,,,,,,,,,,,,0.0,,1.0,8484.6,1757595600.0,8.0,18.0,12.8,11.3,0.65,1007.2,7.6,14.1,230.0,0.5,1757567503.0,1757613900.0,0.625,,23773317.0,0.82,5.0,0.9,16237.7,3.0,,,,,,2.45,1599.7,,,,8314.0,0.0,,,,2.52,,,,,,,,,,,,""
15756023762,"9 sept. 2025, 19:09:30",Course à pied de nuit,Course à pied,,970,"2,08",157.0,4,false,,Nike Winflo 11 Flash,activities/16830031004.fit.gz,,,970.0,962.0,2086.8,4.08,2.169,34.8,22.0,67.4,99.2,15.7,0.6,,,,,157.0,144.0,,167.0,158.0,,,4.0,,,,,,,,,168.0,971.0,,,0.0,,1.0,2178.6,1757444400.0,1.0,16.0,14.4,11.7,0.76,1014.9,2.6,5.6,99.0,0.1,1757394523.0,1757441378.0,0.625,,23773317.0,0.65,5.0,0.34,30492.8,0.0,,,,,,2.151,0.0,,,,2270.0,0.0,,31.0,108.0,2.265,,,,,,,,,,,,""
15755822559,"9 sept. 2025, 18:28:34",Course à pied en soirée,Course à pied,,2158,"5,82",184.0,21,false,,Nike Winflo 11 Flash,activities/16829821404.fit.gz,,,2158.0,2134.0,5819.3,6.02,2.727,77.0,75.6,80.8,88.6,22.8,0.0,,,,,184.0,151.0,,210.0,362.0,,,21.0,,,,,,,,,213.0,2159.0,,,0.0,,1.0,5995.9,1757440800.0,2.0,17.1,15.7,11.1,0.68,1014.7,2.6,5.3,95.0,0.0,1757394529.0,1757441382.0,0.625,,23773317.0,0.64,5.0,0.49,32026.5,0.0,,,,,,2.697,5837.6,,,,5120.0,0.0,,112.0,137.0,2.81,,,,,,,,,,,,""
15720489672,"6 sept. 2025, 17:37:58",Pull Up Moha 🥷,Course à pied,"",2155,"6,10",187.0,71,false,,Nike Winflo 11 Flash,activities/16792377479.fit.gz,,,2155.0,2150.0,6099.7,5.06,2.837,48.0,87.8,48.2,115.2,15.0,-0.6,,,,,187.0,166.0,,203.0,438.0,,,71.0,,,,,,,,,206.0,2156.0,,,0.0,,1.0,6104.2,1757178000.0,2.0,22.3,20.7,11.7,0.51,1018.8,4.1,8.4,119.0,0.0,1757135055.0,1757182594.0,0.375,,23773317.0,0.0,1.0,0.61,33166.1,0.0,,,,,,2.831,352.6,,,,5566.0,0.0,,105.0,133.0,2.839,,,0.0,,,,,,,,,""
15697701566,"4 sept. 2025, 17:18:08",5x1km @6:00,Course à pied,"",3897,"9,67",189.0,60,false,,Nike Winflo 11 Flash,activities/16768253938.fit.gz,,,3897.0,3874.0,9678.5,4.68,2.498,80.6,83.0,86.8,104.4,10.8,0.0,,,,,189.0,150.0,,185.0,649.0,,,60.0,,,,,,,,,191.0,3899.0,,,0.0,,1.0,9805.5,1757005200.0,3.0,18.6,16.0,14.1,0.75,1010.4,4.6,9.2,214.0,0.2,1756962063.0,1757010052.0,0.375,,23773317.0,0.47,5.0,0.95,21847.4,0.0,,,,,,2.484,3358.0,,,,9338.0,0.0,,164.0,123.0,2.531,,,0.0,,,,,,,,,media/FA225624-34DA-4E60-9F38-09007C30F657.jpg|media/7A8FE7C5-F758-40A0-A998-87E188A1726F.jpg
15674883988,"2 sept. 2025, 18:17:52",Course à pied en soirée,Course à pied,,3186,"8,05",176.0,79,false,,Nike Winflo 11 Flash,activities/16743334616.fit.gz,,,3186.0,3181.0,8056.3,3.98,2.533,86.8,95.6,89.0,112.2,10.9,-0.1,,,,,176.0,158.0,,187.0,572.0,,,79.0,,,,,,,,,188.0,3185.0,,,0.0,,1.0,8185.0,1756836000.0,5.0,17.6,14.7,13.5,0.77,1006.0,5.0,10.4,166.0,1.1,1756789086.0,1756837525.0,0.375,,23773317.0,0.59,5.0,0.96,14160.9,0.0,,,,,,2.529,0.0,,,,8022.0,0.0,,129.0,121.0,2.573,,,,,,,,,,,,""
15527407966,"20 août 2025, 16:58:36",Course à pied en soirée,Course à pied,,3317,"8,77",186.0,140,false,,Nike Winflo 11 Flash,activities/16582194445.fit.gz,,,3317.0,3313.0,8774.3,4.2,2.648,96.8,98.6,83.2,110.0,12.3,0.0,,,,,186.0,172.0,,196.0,694.0,,,140.0,,,,,,,,,198.0,3318.0,,,0.0,,1.0,8905.0,1755705600.0,3.0,23.0,21.1,12.3,0.51,1010.9,4.0,7.6,8.0,0.0,1755664640.0,1755715968.0,0.875,,23773316.0,0.0,1.0,0.83,31055.5,1.0,,,,,,2.645,2604.2,,,,8430.0,0.0,,150.0,128.0,2.688,,,,,,,,,,,,""
15526914708,"20 août 2025, 16:56:11",Course à pied en soirée,Course à pied,,137,"0,28",150.0,0,false,,Nike Winflo 11 Flash,activities/16581680036.fit.gz,,,137.0,125.0,285.4,3.12,2.283,0.0,2.6,97.2,100.0,6.2,-0.8,,,,,150.0,131.0,,162.0,15.0,,,0.0,,,,,,,,,145.0,138.0,,,0.0,,1.0,282.2,1755705600.0,3.0,23.0,21.1,12.3,0.51,1010.9,4.0,7.6,8.0,0.0,1755664640.0,1755715968.0,0.875,,23773316.0,0.0,1.0,0.83,31055.5,1.0,,,,,,2.083,0.0,,,,298.0,0.0,,3.0,94.0,2.258,,,,,,,,,,,,""
15524246372,"20 août 2025, 12:04:10",Marche dans l'après-midi,Marche,,3330,"3,27",104.0,4,false,,,activities/16578855558.fit.gz,,,3330.0,2792.0,3271.8,6.079,1.172,117.6,54.0,0.0,91.4,27.3,2.0,,,,,104.0,85.0,,,159.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,1755691264.0,3.0,21.9,20.3,12.5,0.55,1012.3,3.9,7.9,12.0,0.0,1755664640.0,1755715968.0,0.875,,,0.0,1.0,0.77,29919.5,4.0,,,,,,0.983,59.8,,,,3796.0,0.0,,,,,,,,,,,,,,,,""
15273173983,"29 juil. 2025, 10:35:28",Balade à Jasionowka 🇵🇱,Course à pied,"",2471,"6,30",,,false,,Nike Winflo 11 Flash,activities/15273173983.gpx,,,2471.0,2393.0,6307.5,3.6,2.636,41.4,41.9,138.7,169.3,7.3,0.0,,,,,,,,,547.0,,,,,,,,,,,,,,,,0.0,,1.0,6354.6,1753783168.0,3.0,19.3,16.8,16.7,0.85,1005.1,4.4,9.6,275.0,0.3,1753756800.0,1753813760.0,0.125,,23773316.0,0.74,5.0,0.97,11592.7,4.0,,,,,,2.553,0.0,,,,5680.0,0.0,,,,2.655,,,,,,,,,,,,media/E9284C3D-DDF1-44BD-8EEB-52D6987E47D8.jpg
15230053337,"25 juil. 2025, 10:27:58",J jsplus combien +1 🇵🇱,Course à pied,"Doulour periostite, I’m a skinny bitch 🤷🏻‍♂️",1481,"3,82",174.0,33,false,,Nike Winflo 11 Flash,activities/16264389038.fit.gz,,,1481.0,1460.0,3820.1,4.06,2.617,14.2,15.4,144.0,147.8,9.5,0.0,,,,,174.0,158.0,,190.0,233.0,,,33.0,,,,,,,,,194.0,1462.0,,,0.0,,1.0,3844.9,1753437568.0,2.0,22.0,21.6,16.2,0.7,1012.1,3.4,7.1,281.0,0.3,1753410816.0,1753468544.0,0.0,,23773316.0,0.42,5.0,0.57,17634.1,5.0,,,,,,2.579,0.0,,,,3626.0,0.0,,63.0,125.0,2.633,,,,,,,,,,,,media/A7519E4C-074E-4CBC-B628-95F936F43613.jpg
15201117914,"22 juil. 2025, 17:32:36",J je sais plus combien 🇵🇱,Course à pied,"",2522,"6,51",187.0,59,false,,Nike Winflo 11 Flash,activities/16233417761.fit.gz,,,2522.0,2504.0,6512.8,4.1,2.601,56.4,56.0,144.6,149.0,7.0,0.0,,,,,187.0,157.0,,186.0,437.0,,,59.0,,,,,,,,,188.0,2523.0,,,0.0,,1.0,6593.4,1753203584.0,3.0,20.1,18.5,16.4,0.79,1006.2,3.9,6.8,277.0,0.0,1753151360.0,1753209600.0,0.875,,23773316.0,0.61,5.0,0.99,24913.3,0.0,,,,,,2.582,0.0,,,,6432.0,0.0,,102.0,121.0,2.633,,,,,,,,,,,,media/444CA346-2857-4E3E-B66C-4427D037370A.jpg
15166416517,"19 juil. 2025, 13:59:05",J3 🇵🇱,Course à pied,Fé cho 🥵,1217,"3,29",195.0,40,false,,Nike Winflo 11 Flash,activities/16195480996.fit.gz,,,1217.0,1217.0,3293.3,6.2,2.706,19.4,19.2,144.6,148.0,7.4,0.0,,,,,195.0,165.0,,197.0,210.0,,,40.0,,,,,,,,,205.0,1218.0,0.0,,0.0,,1.0,3328.0,1752930048.0,3.0,24.5,24.6,17.0,0.63,1006.9,2.0,4.3,33.0,0.1,1752891904.0,1752950656.0,0.875,,23773316.0,0.87,5.0,0.86,21245.2,3.0,,,,,0.0,2.706,0.0,,,,3016.0,0.0,,59.0,132.0,2.735,,,,,,,,,,,,""
15146800731,"17 juil. 2025, 17:26:38",J2 🇵🇱,Course à pied,"",1140,"3,16",190.0,24,false,,Nike Winflo 11 Flash,activities/16173943382.fit.gz,,,1140.0,1137.0,3160.5,4.42,2.78,15.6,16.0,143.8,147.8,6.3,-0.1,,,,,190.0,155.0,,197.0,190.0,,,24.0,,,,,,,,,200.0,1142.0,0.0,,0.0,,1.0,3186.5,1752771584.0,3.0,20.5,20.6,13.5,0.64,1010.8,1.9,3.4,313.0,0.0,1752718848.0,1752777984.0,0.625,,23773316.0,0.34,5.0,0.72,32762.3,0.0,,,,,0.0,2.772,0.0,,,,2932.0,,,52.0,129.0,2.803,,,,,,,,,,,,media/8D2B1ABD-4CED-4827-BF9E-8FECBF0947E9.jpg
15131495940,"16 juil. 2025, 09:54:14",Reprise Polonaise 🇵🇱,Course à pied,"",2125,"5,38",187.0,58,false,,Nike Winflo 11 Flash,activities/16157220025.fit.gz,,,2125.0,2097.0,5380.6,4.22,2.566,25.2,22.4,144.6,148.2,8.2,0.1,,,,,187.0,162.0,,185.0,378.0,,,58.0,,,,,,,,,184.0,2127.0,0.0,,0.0,,1.0,5435.0,1752656384.0,5.0,19.1,17.9,16.0,0.82,1007.3,2.8,5.2,248.0,0.8,1752632448.0,1752691584.0,0.625,,23773316.0,0.84,5.0,0.96,18440.6,4.0,,,,,0.0,2.532,0.0,,,,5410.0,,,83.0,119.0,2.592,,,,,,,,,,,,media/8FD6116C-156A-445F-B57C-CF40EC739131.jpg
14901017691,"24 juin 2025, 13:04:39",Aléatoire,Course à pied,"",2786,"6,17",175.0,33,false,,Nike Winflo 11 Flash,activities/15904350665.fit.gz,,,2786.0,2764.0,6171.8,4.58,2.233,66.6,69.0,90.4,109.8,14.3,0.0,,,,,175.0,144.0,,161.0,385.0,,,33.0,,,,,,,,,174.0,2787.0,0.0,,0.0,,1.0,6293.4,1750770048.0,3.0,21.9,18.9,14.0,0.61,1014.0,6.1,12.6,246.0,0.0,1750735744.0,1750795136.0,0.875,,23773316.0,0.08,5.0,0.85,29463.4,4.0,,,,,0.0,2.215,0.0,,,,5986.0,,,97.0,112.0,2.277,,,,,,,,,,,,""
14769024978,"11 juin 2025, 17:43:24",Échec /18,Course à pied,"Grosse douleurs aux jambes, impossible de finir",983,"2,38",,,false,,Nike Winflo 11 Flash,activities/15761276214.fit.gz,,,983.0,797.0,2387.8,7.514,2.996,0.0,43.0,84.2,84.7,1.6,0.0,,,,,,,,0.0,167.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,2389.0,1749661184.0,1.0,21.8,22.0,10.0,0.47,1019.0,3.9,7.6,76.0,0.0,1749612544.0,1749671680.0,0.375,,23773316.0,0.0,1.0,0.04,31355.9,1.0,,,,,0.0,2.429,2400.8,,,,,,,,,2.997,,,,,,,,,,,,""
14747642719,"9 juin 2025, 17:08:16",Sortie longue 2/18 ✅,Course à pied,Sur terrain plat (parti en sucette au bout de quelques km),5356,"12,63",174.0,87,false,,Nike Winflo 11 Flash,activities/15738202893.fit.gz,,,5356.0,5338.0,12629.5,4.48,2.366,180.0,183.0,68.8,108.0,38.7,0.0,,,,,174.0,151.0,,173.0,861.0,,,87.0,,,,,,,,,177.0,5357.0,0.0,,0.0,,1.0,13046.0,1749488384.0,3.0,18.2,16.2,11.3,0.64,1021.8,3.3,6.9,242.0,0.0,1749439744.0,1749498880.0,0.375,,23773316.0,0.0,1.0,0.89,27291.2,1.0,,,,,0.0,2.358,4021.4,,,,13010.0,,,193.0,114.0,2.444,,,,,,,,,,,,""
14727052903,"7 juin 2025, 18:04:52",Prépa 10KM -50´  1/18 ✅,Course à pied,Fractionné 12x 30🚀-30🐌,3398,"8,54",185.0,72,false,,Nike Winflo 11 Flash,activities/15715919004.fit.gz,,,3398.0,3395.0,8548.0,7.18,2.518,101.0,104.0,90.0,114.4,19.4,0.0,,,,,185.0,155.0,,212.0,616.0,,,72.0,,,,,,,,,277.0,3399.0,0.0,,0.0,,1.0,8737.9,1749319168.0,2.0,16.4,13.9,12.0,0.75,1008.1,5.1,10.4,226.0,0.2,1749267072.0,1749325952.0,0.375,,23773316.0,0.86,5.0,0.42,16084.1,0.0,,,,,0.0,2.516,0.0,,,,8000.0,,,302.0,179.0,2.574,,,,,,,,,,,,media/301A13B0-23FD-48C3-8FCD-EBBE2DD0241F.jpg
14690456947,"4 juin 2025, 04:53:04",Entraînement aux poids le matin,Entraînement aux poids,,2878,0,128.0,6,false,,,activities/15676490381.fit.gz,,,2878.0,2878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,128.0,96.0,,,182.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
